location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,
Location where data was measured,City containing location,Country containing measurement in 2 letter ISO code,Name of the Pollutant being measured. Allowed values: PM25| PM10| SO2| NO2| O3| CO| BC,Latest measured value for the pollutant,The datetime at which the pollutant was measured| in ISO 8601 format,The unit the value was measured in coded by UCUM Code,Name of the source of the data,Latitude in decimal degrees. Precision >3 decimal points.,Longitude in decimal degrees. Precision >3 decimal points.,The number of hours the value was averaged over.,
Cheyenne Mobile,Cheyenne,US,so2,-0.001,2016-12-05 14:00:00+00:00,ppm,AirNow,41.13,-104.75,1.0,
Cheyenne Mobile,Cheyenne,US,pm10,7.0,2017-03-30 15:00:00+00:00,µg/m³,AirNow,41.13,-104.75,1.0,
Cheyenne Mobile,Cheyenne,US,pm25,4.5,2017-03-30 15:00:00+00:00,µg/m³,AirNow,41.13,-104.75,1.0,
Laramie County Mobil,Cheyenne,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,41.08536,-104.52277,1.0,
Laramie County Mobil,Cheyenne,US,pm10,4.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.08536,-104.52277,1.0,
Laramie County Mobil,Cheyenne,US,o3,0.049,2019-04-01 20:00:00+00:00,ppm,AirNow,41.08536,-104.52277,1.0,
Laramie County Mobil,Cheyenne,US,pm25,2.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.08536,-104.52277,1.0,
Laramie County Mobil,Cheyenne,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,41.08536,-104.52277,1.0,
Irmo,Columbia,US,pm25,25.3,2019-03-15 22:00:00+00:00,µg/m³,AirNow,34.0511,-81.155,1.0,
Irmo,Columbia,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,34.0511,-81.155,1.0,
FGRLAKES,Columbia,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,39.07803,-92.31632,1.0,
Parklane,Columbia,US,co,0.0,2019-03-30 16:00:00+00:00,ppm,AirNow,34.0939,-80.9622,1.0,
Parklane,Columbia,US,o3,0.049,2019-04-01 18:00:00+00:00,ppm,AirNow,34.0939,-80.9622,1.0,
Parklane,Columbia,US,so2,0.0,2019-04-01 14:00:00+00:00,ppm,AirNow,34.0939,-80.9622,1.0,
Parklane,Columbia,US,no2,0.007,2016-09-12 14:00:00+00:00,ppm,AirNow,34.0939,-80.9622,1.0,
Parklane,Columbia,US,pm25,-4.4,2019-04-01 17:00:00+00:00,µg/m³,AirNow,34.0939,-80.9622,1.0,
Sandhill,Columbia,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,34.1311,-80.8683,1.0,
Sandhill,Columbia,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,34.1311,-80.8683,1.0,
Bates House,Columbia,US,pm10,31.0,2017-01-13 14:00:00+00:00,µg/m³,AirNow,33.99151,-81.02414,1.0,
Congaree Bluff,Columbia,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,33.8147,-80.7811,1.0,
Congaree Bluff,Columbia,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,33.8147,-80.7811,1.0,
Cayce City Hall,Columbia,US,pm10,23.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.969147,-81.06629,1.0,
Hope,Columbus,US,pm25,2.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.294323,-85.766846,1.0,
Hope,Columbus,US,no2,0.007,2017-01-03 11:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0,
Hope,Columbus,US,so2,0.0,2017-01-03 11:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0,
Hope,Columbus,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0,
Heath,Columbus,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,40.026035,-82.433,1.0,
Delaware,Columbus,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,40.356693,-83.06397,1.0,
Morse Rd.,Columbus,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,40.0601,-82.97686,1.0,
PHNX CITY,Columbus,US,o3,0.049,2017-11-01 18:00:00+00:00,ppm,AirNow,32.4678,-85.0839,1.0,
Columbus Airport,Columbus,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.5214,-84.9436,1.0,
Columbus Airport,Columbus,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,32.5214,-84.9436,1.0,
Columbus - Franklin,Columbus,US,no2,0.014,2017-12-29 09:00:00+00:00,ppm,AirNow,39.96523,-82.95549,1.0,
Columbus - Franklin,Columbus,US,o3,0.014,2017-11-03 09:00:00+00:00,ppm,AirNow,39.96523,-82.95549,1.0,
Columbus NR - Smoky,Columbus,US,no2,0.008,2019-04-01 19:00:00+00:00,ppm,AirNow,40.11109,-83.06538,1.0,
Columbus NR - Smoky,Columbus,US,co,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,40.11109,-83.06538,1.0,
Columbus NR - Smoky,Columbus,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,40.11109,-83.06538,1.0,
Columbus - Fairgroun,Columbus,US,pm25,5.0,2018-10-22 13:00:00+00:00,µg/m³,AirNow,40.002735,-82.99441,1.0,
Columbus - Fairgroun,Columbus,US,no2,0.004,2019-04-01 19:00:00+00:00,ppm,AirNow,40.002735,-82.99441,1.0,
Columbus - Fairgroun,Columbus,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,40.002735,-82.99441,1.0,
Columbus - Maple Can,Columbus,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,40.087807,-82.95959,1.0,
PC South Girard Scho,Columbus,US,pm25,22.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.437027,-84.99966,1.0,
PC South Girard Scho,Columbus,US,o3,0.053,2019-04-01 19:00:00+00:00,ppm,AirNow,32.437027,-84.99966,1.0,
Las Cruces ED,DONA ANA,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.310333,-106.75121,1.0,
Myton,DUCHESNE,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,40.2169,-110.1823,1.0,
Myton,DUCHESNE,US,o3,0.054,2019-04-01 19:00:00+00:00,ppm,AirNow,40.2169,-110.1823,1.0,
Roosvelt,DUCHESNE,US,no2,0.002,2019-04-01 19:00:00+00:00,ppm,AirNow,40.2943,-110.009,1.0,
Roosvelt,DUCHESNE,US,pm25,1.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,40.2943,-110.009,1.0,
Roosvelt,DUCHESNE,US,o3,0.055,2019-04-01 19:00:00+00:00,ppm,AirNow,40.2943,-110.009,1.0,
Murphy Ridge,Evanston,US,pm10,0.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.3694,-111.0419,1.0,
Murphy Ridge,Evanston,US,o3,0.048,2019-04-01 20:00:00+00:00,ppm,AirNow,41.3694,-111.0419,1.0,
Murphy Ridge,Evanston,US,pm25,20.5,2018-02-07 13:00:00+00:00,µg/m³,AirNow,41.3694,-111.0419,1.0,
Murphy Ridge,Evanston,US,no2,0.002,2019-04-01 20:00:00+00:00,ppm,AirNow,41.3694,-111.0419,1.0,
Columbia Falls,FLATHEAD,US,pm25,4.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.363693,-114.18927,1.0,
Columbia Falls,FLATHEAD,US,pm10,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.363693,-114.18927,1.0,
White Fish Dead End,FLATHEAD,US,pm10,20.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.400524,-114.335976,1.0,
Kalispell Flathead E,FLATHEAD,US,pm10,21.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.2025,-114.30556,1.0,
Franklin County,FRANKLIN,US,pm25,15.0,2018-01-03 16:00:00+00:00,µg/m³,AirNow,42.013332,-111.80916,1.0,
Preston PM25 BAM,FRANKLIN,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.082222,-111.86417,1.0,
Carrabassett Valley,FRANKLIN,US,pm25,9.0,2017-09-06 17:00:00+00:00,µg/m³,AirNow,45.08029,-70.21188,1.0,
Pee Dee,Florence,US,o3,0.052,2019-04-01 18:00:00+00:00,ppm,AirNow,34.2856,-79.7447,1.0,
Williams Middle Scho,Florence,US,pm25,3.6,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.2143,-79.7673,1.0,
Bozeman High School,GALLATIN,US,pm25,2.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.683765,-111.05628,1.0,
West Yellowstone Par,GALLATIN,US,co,0.03,2019-04-01 12:00:00+00:00,ppm,AirNow,44.657013,-111.089615,1.0,
West Yellowstone Par,GALLATIN,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.657013,-111.089615,1.0,
West Yellowstone Par,GALLATIN,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,44.657013,-111.089615,1.0,
Kremlin,GARFIELD,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,36.512295,-97.84563,1.0,
Rifle Ozone,GARFIELD,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,39.5418,-107.7841,1.0,
Mobile-Pomeroy,GARFIELD,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.474438,-117.61476,1.0,
Rifle Particulate,GARFIELD,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.5318,-107.7823,1.0,
Gothic,GUNNISON,US,o3,0.053,2019-04-01 19:00:00+00:00,ppm,AirNow,38.9564,-106.9858,1.0,
Thunder Basin,Gillette,US,o3,0.042,2019-04-01 20:00:00+00:00,ppm,AirNow,44.6633,-105.2875,1.0,
Thunder Basin,Gillette,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,44.6633,-105.2875,1.0,
Campbell County,Gillette,US,pm10,8.0,2018-05-14 19:00:00+00:00,µg/m³,AirNow,44.1472,-105.5303,1.0,
Campbell County,Gillette,US,o3,0.044,2018-05-14 18:00:00+00:00,ppm,AirNow,44.1472,-105.5303,1.0,
Campbell County,Gillette,US,no2,0.001,2018-05-14 18:00:00+00:00,ppm,AirNow,44.1472,-105.5303,1.0,
Granbury C73,Granbury,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,32.4419,-97.8033,1.0,
Piseco Lake,HAMILTON,US,o3,0.039,2019-02-04 16:00:00+00:00,ppm,AirNow,43.4556,-74.515,1.0,
White Springs,HAMILTON,US,pm25,5.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.4264,-82.7947,1.0,
Hartford-Village Gre,HARTFORD,US,pm25,2.0,2018-07-19 12:00:00+00:00,µg/m³,AirNow,41.764835,-72.66823,1.0,
Hartford-Village Gre,HARTFORD,US,o3,0.03,2018-09-29 16:00:00+00:00,ppm,AirNow,41.764835,-72.66823,1.0,
Minneapolis-Pacific,HENNEPIN,US,pm10,59.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.008297,-93.27704,1.0,
Minneapolis - Bottin,HENNEPIN,US,pm25,7.0,2018-07-18 17:00:00+00:00,µg/m³,AirNow,45.01361,-93.27205,1.0,
Minneapolis - Bottin,HENNEPIN,US,pm10,21.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.01361,-93.27205,1.0,
Jacobs,HUMBOLDT,US,o3,0.024,2019-04-01 19:00:00+00:00,ppm,AirNow,40.776943,-124.1775,1.0,
Jacobs,HUMBOLDT,US,pm10,27.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,40.776943,-124.1775,1.0,
Humboldt Hill,HUMBOLDT,US,o3,0.027,2019-01-02 18:00:00+00:00,ppm,AirNow,40.71528,-124.20139,1.0,
Humboldt Hill,HUMBOLDT,US,pm25,2.2,2019-01-02 18:00:00+00:00,µg/m³,AirNow,40.71528,-124.20139,1.0,
Harriman,Harriman,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.9386,-84.5439,1.0,
DEER,Harrison,US,o3,0.038,2019-04-01 18:00:00+00:00,ppm,AirNow,35.8325,-93.2192,1.0,
Kapolei,Honolulu,US,pm10,20.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,21.3236,-158.0886,1.0,
Kapolei,Honolulu,US,co,0.14,2019-04-01 19:00:00+00:00,ppm,AirNow,21.3236,-158.0886,1.0,
Kapolei,Honolulu,US,no2,0.003,2019-04-01 19:00:00+00:00,ppm,AirNow,21.3236,-158.0886,1.0,
Kapolei,Honolulu,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,21.3236,-158.0886,1.0,
Kapolei,Honolulu,US,pm25,0.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,21.3236,-158.0886,1.0,
Honolulu,Honolulu,US,pm10,23.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,21.3103,-157.8581,1.0,
Honolulu,Honolulu,US,pm25,8.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,21.3103,-157.8581,1.0,
Honolulu,Honolulu,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,21.3103,-157.8581,1.0,
Honolulu,Honolulu,US,co,0.4,2019-04-01 19:00:00+00:00,ppm,AirNow,21.3103,-157.8581,1.0,
Pearl City,Honolulu,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,21.392834,-157.96913,1.0,
Pearl City,Honolulu,US,pm10,29.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,21.392834,-157.96913,1.0,
SAND ISLAND 2 - ANUE,Honolulu,US,pm25,10.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,21.3039,-157.8711,1.0,
SAND ISLAND 2 - ANUE,Honolulu,US,o3,0.02,2019-04-01 19:00:00+00:00,ppm,AirNow,21.3039,-157.8711,1.0,
Tishomingo,JOHNSTON,US,o3,0.05,2019-04-01 20:00:00+00:00,ppm,AirNow,34.198875,-96.67308,1.0,
Loretto,LAWRENCE,US,pm25,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.116867,-87.41972,1.0,
Fl. Baptist Children,Lakeland,US,pm10,17.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,28.0294,-81.9719,1.0,
Fl. Baptist Children,Lakeland,US,pm25,11.8,2018-01-06 14:00:00+00:00,µg/m³,AirNow,28.0294,-81.9719,1.0,
Fl. Baptist Children,Lakeland,US,o3,0.031,2019-04-01 19:00:00+00:00,ppm,AirNow,28.0294,-81.9719,1.0,
Sikes Elementary Sch,Lakeland,US,o3,0.027,2019-04-01 19:00:00+00:00,ppm,AirNow,27.94,-82.0003,1.0,
Sikes Elementary Sch,Lakeland,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,27.94,-82.0003,1.0,
Lapwai-ID,Lewiston,US,pm25,9.4,2019-01-07 22:00:00+00:00,µg/m³,AirNow,46.3972,-116.8062,1.0,
Longview C19/C127,Longview,US,o3,0.039,2019-04-01 19:00:00+00:00,ppm,AirNow,32.37868,-94.71181,1.0,
Longview-30th Ave,Longview,US,pm25,4.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.1394,-122.9619,1.0,
MANISTEE,MANISTEE,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,44.3069,-86.2428,1.0,
StJohns,MARICOPA,US,o3,0.058,2019-04-01 19:00:00+00:00,ppm,AirNow,33.29015,-112.159874,1.0,
StJohns,MARICOPA,US,pm10,15.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.29015,-112.159874,1.0,
Jerseydale (seasonal,MARIPOSA,US,o3,0.027,2019-04-01 19:00:00+00:00,ppm,AirNow,37.54377,-119.83957,1.0,
Yosemite NP Turtleba,MARIPOSA,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,37.7133,-119.7061,1.0,
Yosemite Village - V,MARIPOSA,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.7486,-119.5869,1.0,
Yosemite Village - V,MARIPOSA,US,pm10,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.7486,-119.5869,1.0,
Paul E-Sampler,MINIDOKA,US,pm25,9.9,2018-10-24 19:00:00+00:00,µg/m³,AirNow,42.60782,-113.78682,1.0,
Missoula Boyd Park,MISSOULA,US,pm25,6.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.842297,-114.020546,1.0,
Missoula Boyd Park,MISSOULA,US,pm10,14.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.842297,-114.020546,1.0,
Missoula Boyd Park,MISSOULA,US,o3,0.031,2019-04-01 19:00:00+00:00,ppm,AirNow,46.842297,-114.020546,1.0,
French Town - Beckwi,MISSOULA,US,pm25,6.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.012905,-114.22427,1.0,
Seeley Elementary Sc,MISSOULA,US,pm25,4.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.17563,-113.47618,1.0,
Spruce Pine,MITCHELL,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.912487,-82.06208,1.0,
Soledad,MONTEREY,US,pm25,11.0,2016-09-25 16:00:00+00:00,µg/m³,AirNow,36.42795,-121.32795,1.0,
Gonzales,MONTEREY,US,pm25,3.0,2016-10-26 22:00:00+00:00,µg/m³,AirNow,36.5123,-121.43493,1.0,
Greenfield,MONTEREY,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,36.32693,-121.24579,1.0,
Greenfield,MONTEREY,US,pm25,6.0,2016-10-18 17:00:00+00:00,µg/m³,AirNow,36.32693,-121.24579,1.0,
King City AMS,MONTEREY,US,o3,0.017,2018-07-03 14:00:00+00:00,ppm,AirNow,36.2092,-121.1261,1.0,
King City AMS,MONTEREY,US,pm25,-1.0,2018-07-03 14:00:00+00:00,µg/m³,AirNow,36.2092,-121.1261,1.0,
King City AMS,MONTEREY,US,pm10,3.0,2018-07-03 14:00:00+00:00,µg/m³,AirNow,36.2092,-121.1261,1.0,
Carmel River School,MONTEREY,US,pm25,13.0,2016-10-17 17:00:00+00:00,µg/m³,AirNow,36.542107,-121.92295,1.0,
Paradox,MONTROSE,US,o3,0.0,2018-12-27 21:00:00+00:00,ppm,AirNow,38.342762,-108.94499,1.0,
Marshall,Marshall,US,o3,0.037,2019-04-01 19:00:00+00:00,ppm,AirNow,44.4572,-95.835,1.0,
Marshall,Marshall,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.4572,-95.835,1.0,
Karnack C85,Marshall,US,o3,0.036,2019-04-01 19:00:00+00:00,ppm,AirNow,32.6706,-94.1681,1.0,
Karnack C85,Marshall,US,pm25,2.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.6706,-94.1681,1.0,
MERIDIAN,Meridian,US,o3,0.049,2019-04-01 20:00:00+00:00,ppm,AirNow,32.3644,-88.7314,1.0,
Muskogee,Muskogee,US,so2,0.0,2017-01-10 15:00:00+00:00,ppm,AirNow,35.7928,-95.3019,1.0,
Muskogee,Muskogee,US,pm10,43.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,35.7928,-95.3019,1.0,
Ft. Gibson,Muskogee,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,35.775803,-95.28716,1.0,
PS 19,NEW YORK,US,pm25,9.7,2017-12-18 09:00:00+00:00,µg/m³,AirNow,40.73,-73.98446,1.0,
M_Okanogan2,OKANOGAN,US,pm25,3.3,2018-06-06 20:00:00+00:00,µg/m³,AirNow,48.37474,-119.568756,1.0,
Omak-Colville Tribe,OKANOGAN,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.39999,-119.51896,1.0,
Winthrop-Chewuch Rd,OKANOGAN,US,pm25,4.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.4772,-120.1906,1.0,
Malta,PHILLIPS,US,pm25,2.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.31751,-107.86247,1.0,
Malta,PHILLIPS,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,48.31751,-107.86247,1.0,
Malta,PHILLIPS,US,pm10,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.31751,-107.86247,1.0,
Gateway,PINELLAS,US,co,0.4,2019-02-05 11:00:00+00:00,ppm,AirNow,27.893467,-82.67992,1.0,
Sawgrass Lake Park,PINELLAS,US,no2,0.016,2019-04-01 19:00:00+00:00,ppm,AirNow,27.83441,-82.66525,1.0,
Sawgrass Lake Park,PINELLAS,US,co,0.42,2019-04-01 19:00:00+00:00,ppm,AirNow,27.83441,-82.66525,1.0,
Brockton,PLYMOUTH,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.06512,-71.01269,1.0,
Brockton,PLYMOUTH,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,42.06512,-71.01269,1.0,
Prescott College,Prescott,US,o3,0.004,2017-01-18 09:00:00+00:00,ppm,AirNow,34.546665,-112.47611,1.0,
Prescott Pioneer Par,Prescott,US,o3,0.055,2019-04-01 19:00:00+00:00,ppm,AirNow,34.61205,-112.46321,1.0,
HOUSTON,RANDOLPH,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.1761,-89.7883,1.0,
HOUSTON,RANDOLPH,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,38.1761,-89.7883,1.0,
Sidney 201,RICHLAND,US,pm10,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.8679,-104.676865,1.0,
Sidney 201,RICHLAND,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,47.8679,-104.676865,1.0,
Sidney 201,RICHLAND,US,pm25,3.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.8679,-104.676865,1.0,
Sidney Oil Field,RICHLAND,US,o3,0.053,2017-04-28 17:00:00+00:00,ppm,AirNow,47.80342,-104.48562,1.0,
Sidney Oil Field,RICHLAND,US,pm25,4.3,2017-04-28 17:00:00+00:00,µg/m³,AirNow,47.80342,-104.48562,1.0,
Sidney Oil Field,RICHLAND,US,pm10,8.0,2017-04-28 17:00:00+00:00,µg/m³,AirNow,47.80342,-104.48562,1.0,
Rockland Cty,ROCKLAND,US,o3,0.009,2019-02-04 16:00:00+00:00,ppm,AirNow,41.18208,-74.02819,1.0,
Rockland Cty,ROCKLAND,US,pm25,18.2,2019-02-04 16:00:00+00:00,µg/m³,AirNow,41.18208,-74.02819,1.0,
Stanton,Red Wing,US,o3,0.03,2019-04-01 19:00:00+00:00,ppm,AirNow,44.4719,-93.0133,1.0,
CORBIN,Richmond,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,38.20087,-77.37742,1.0,
HANOVER,Richmond,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,37.6061,-77.2189,1.0,
BEACH ROAD,Richmond,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,37.3589,-77.5936,1.0,
MATH & SCIENCE CTR,Richmond,US,pm25,9.6,2019-01-08 14:00:00+00:00,µg/m³,AirNow,37.55652,-77.40027,1.0,
MATH & SCIENCE CTR,Richmond,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,37.55652,-77.40027,1.0,
MATH & SCIENCE CTR,Richmond,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,37.55652,-77.40027,1.0,
MATH & SCIENCE CTR,Richmond,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,37.55652,-77.40027,1.0,
MATH & SCIENCE CTR,Richmond,US,no2,0.014,2017-09-08 10:00:00+00:00,ppm,AirNow,37.55652,-77.40027,1.0,
SHIRLEY PLANTATION,Richmond,US,no2,0.004,2019-04-01 19:00:00+00:00,ppm,AirNow,37.3419,-77.2608,1.0,
SHIRLEY PLANTATION,Richmond,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,37.3419,-77.2608,1.0,
SHIRLEY PLANTATION,Richmond,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,37.3419,-77.2608,1.0,
South Pass,Riverton,US,o3,0.051,2019-04-01 20:00:00+00:00,ppm,AirNow,42.5275,-108.7203,1.0,
South Pass,Riverton,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,42.5275,-108.7203,1.0,
South Pass,Riverton,US,pm25,3.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,42.5275,-108.7203,1.0,
ROCK_LP,Rockford,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,42.335,-89.0381,1.0,
Rockford,Rockford,US,pm25,2.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.267002,-89.08917,1.0,
Roseburg - Garden Va,Roseburg,US,pm25,4.5,2019-04-01 20:00:00+00:00,µg/m³,AirNow,43.2266,-123.36479,1.0,
Canyonlands NP,SAN JUAN,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,38.4583,-109.8211,1.0,
Chaco Culture Nation,SAN JUAN,US,o3,0.051,2019-04-01 19:00:00+00:00,ppm,AirNow,36.035,-107.90417,1.0,
Chaco Culture Nation,SAN JUAN,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,36.035,-107.90417,1.0,
MOBILE - SANTA ANA,SANDOVAL,US,pm10,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.338406,-106.52429,1.0,
MOBILE - SANTA ANA,SANDOVAL,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,35.338406,-106.52429,1.0,
MOBILE - SANTA ANA,SANDOVAL,US,pm25,1.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.338406,-106.52429,1.0,
Springfield Ag,SANGAMON,US,pm25,-3.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.83192,-89.644165,1.0,
Sheridan,SHERIDAN,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,44.934,-106.8472,1.0,
Sheridan PD,SHERIDAN,US,pm10,29.0,2017-03-03 13:00:00+00:00,µg/m³,AirNow,44.815144,-106.95593,1.0,
Yreka,SISKIYOU,US,o3,0.033,2019-04-01 19:00:00+00:00,ppm,AirNow,41.72679,-122.63359,1.0,
Yreka,SISKIYOU,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.72679,-122.63359,1.0,
Boulder,SUBLETTE,US,pm10,13.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,42.7186,-109.7531,1.0,
Boulder,SUBLETTE,US,o3,0.062,2019-04-01 20:00:00+00:00,ppm,AirNow,42.7186,-109.7531,1.0,
Boulder,SUBLETTE,US,no2,0.003,2019-04-01 20:00:00+00:00,ppm,AirNow,42.7186,-109.7531,1.0,
Big Piney,SUBLETTE,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,42.486668,-110.09917,1.0,
Big Piney,SUBLETTE,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,42.486668,-110.09917,1.0,
Juel Spring,SUBLETTE,US,o3,0.053,2019-04-01 20:00:00+00:00,ppm,AirNow,42.373,-109.563,1.0,
Juel Spring,SUBLETTE,US,no2,0.002,2019-04-01 20:00:00+00:00,ppm,AirNow,42.373,-109.563,1.0,
Daniel South,SUBLETTE,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,42.7914,-110.0547,1.0,
