location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,
Location where data was measured,City containing location,Country containing measurement in 2 letter ISO code,Name of the Pollutant being measured. Allowed values: PM25| PM10| SO2| NO2| O3| CO| BC,Latest measured value for the pollutant,The datetime at which the pollutant was measured| in ISO 8601 format,The unit the value was measured in coded by UCUM Code,Name of the source of the data,Latitude in decimal degrees. Precision >3 decimal points.,Longitude in decimal degrees. Precision >3 decimal points.,The number of hours the value was averaged over.,
Conroe Relocated C78,Houston-Sugar Land-Baytown,US,pm25,3.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.3503,-95.425,1.0,
Conroe Relocated C78,Houston-Sugar Land-Baytown,US,o3,0.037,2019-04-01 19:00:00+00:00,ppm,AirNow,30.3503,-95.425,1.0,
Galveston Airport C1,Houston-Sugar Land-Baytown,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,29.2631,-94.8564,1.0,
Galveston Airport C1,Houston-Sugar Land-Baytown,US,pm25,8.9,2019-01-22 23:00:00+00:00,µg/m³,AirNow,29.2631,-94.8564,1.0,
Houston Bayland Park,Houston-Sugar Land-Baytown,US,o3,0.032,2019-04-01 19:00:00+00:00,ppm,AirNow,29.6958,-95.4992,1.0,
Houston Deer Park C3,Houston-Sugar Land-Baytown,US,o3,0.033,2019-04-01 19:00:00+00:00,ppm,AirNow,29.670025,-95.12851,1.0,
Houston Deer Park C3,Houston-Sugar Land-Baytown,US,pm25,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,29.670025,-95.12851,1.0,
Houston North Waysid,Houston-Sugar Land-Baytown,US,o3,0.027,2019-04-01 19:00:00+00:00,ppm,AirNow,29.8281,-95.2842,1.0,
Houston Park Place C,Houston-Sugar Land-Baytown,US,pm25,3.9,2016-03-28 06:00:00+00:00,µg/m³,AirNow,29.68639,-95.29472,1.0,
Houston Westhollow C,Houston-Sugar Land-Baytown,US,o3,0.036,2019-04-01 19:00:00+00:00,ppm,AirNow,29.7233,-95.6358,1.0,
Lynchburg Ferry C101,Houston-Sugar Land-Baytown,US,o3,0.032,2019-04-01 19:00:00+00:00,ppm,AirNow,29.7644,-95.0781,1.0,
Manvel Croix Park C8,Houston-Sugar Land-Baytown,US,o3,0.032,2019-04-01 19:00:00+00:00,ppm,AirNow,29.5203,-95.3925,1.0,
Northwest Harris Co.,Houston-Sugar Land-Baytown,US,o3,0.09,2019-03-27 22:00:00+00:00,ppm,AirNow,30.0394,-95.6739,1.0,
EBAM7 - Sac 5th St.,PROXY SITE - CA - CONSTANT,US,pm25,-3.0,2019-03-04 17:00:00+00:00,µg/m³,AirNow,37.74646,-120.1437,1.0,
EBAM6 - Konocti Elem,PROXY SITE - CA - CONSTANT,US,pm25,-4.0,2019-01-06 21:00:00+00:00,µg/m³,AirNow,38.91661,-122.6084,1.0,
EBAM8 - Cobb Element,PROXY SITE - CA - CONSTANT,US,pm25,11.0,2018-09-28 18:00:00+00:00,µg/m³,AirNow,38.8303,-122.722,1.0,
Woodlawn,Pensacola-Ferry Pass-Brent,US,o3,0.031,2016-08-26 17:00:00+00:00,ppm,AirNow,30.3942,-87.0081,1.0,
Pensacola NAS,Pensacola-Ferry Pass-Brent,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,30.3681,-87.2708,1.0,
Ellyson Industrial P,Pensacola-Ferry Pass-Brent,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,30.525,-87.2044,1.0,
Ellyson Industrial P,Pensacola-Ferry Pass-Brent,US,pm25,0.6,2017-06-13 18:00:00+00:00,µg/m³,AirNow,30.525,-87.2044,1.0,
Farrell,Youngstown-Warren-Boardman,US,pm25,4.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.215,-80.485,1.0,
Farrell,Youngstown-Warren-Boardman,US,o3,0.044,2019-04-01 20:00:00+00:00,ppm,AirNow,41.215,-80.485,1.0,
Kinsman,Youngstown-Warren-Boardman,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,41.45465,-80.58841,1.0,
M.K. Goddard,Youngstown-Warren-Boardman,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,41.4271,-80.1451,1.0,
Warren - Laird Ave.,Youngstown-Warren-Boardman,US,pm25,0.1,2016-06-17 17:00:00+00:00,µg/m³,AirNow,41.231167,-80.80191,1.0,
Trumbull County Sani,Youngstown-Warren-Boardman,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,41.240536,-80.66276,1.0,
Youngstown - Head St,Youngstown-Warren-Boardman,US,pm25,4.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.09594,-80.65847,1.0,
Youngstown - Laird A,Youngstown-Warren-Boardman,US,pm25,-1.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.23172,-80.80116,1.0,
Youngstown - Oakhill,Youngstown-Warren-Boardman,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.096157,-80.658905,1.0,
Youngstown - Oakhill,Youngstown-Warren-Boardman,US,o3,0.026,2019-04-01 13:00:00+00:00,ppm,AirNow,41.096157,-80.658905,1.0,
Danbury,Bridgeport-Stamford-Norwalk,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,41.4014,-73.4447,1.0,
Danbury,Bridgeport-Stamford-Norwalk,US,pm10,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.4014,-73.4447,1.0,
Danbury,Bridgeport-Stamford-Norwalk,US,pm25,3.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.4014,-73.4447,1.0,
Westport,Bridgeport-Stamford-Norwalk,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,41.1189,-73.3369,1.0,
Westport,Bridgeport-Stamford-Norwalk,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,41.1189,-73.3369,1.0,
Greenwich,Bridgeport-Stamford-Norwalk,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,41.0036,-73.5853,1.0,
Stratford,Bridgeport-Stamford-Norwalk,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,41.1519,-73.1036,1.0,
Bridgeport,Bridgeport-Stamford-Norwalk,US,pm25,2.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.1714,-73.1953,1.0,
Bridgeport,Bridgeport-Stamford-Norwalk,US,pm10,8.0,2019-01-02 10:00:00+00:00,µg/m³,AirNow,41.1714,-73.1953,1.0,
Bridgeport,Bridgeport-Stamford-Norwalk,US,co,0.17,2019-04-01 19:00:00+00:00,ppm,AirNow,41.1714,-73.1953,1.0,
Bridgeport,Bridgeport-Stamford-Norwalk,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.1714,-73.1953,1.0,
Underhill,Burlington-South Burlington,US,pm25,2.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.52839,-72.86897,1.0,
Underhill,Burlington-South Burlington,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,44.52839,-72.86897,1.0,
Underhill,Burlington-South Burlington,US,co,0.18,2019-04-01 19:00:00+00:00,ppm,AirNow,44.52839,-72.86897,1.0,
Underhill,Burlington-South Burlington,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,44.52839,-72.86897,1.0,
Burlington,Burlington-South Burlington,US,no2,0.004,2019-04-01 19:00:00+00:00,ppm,AirNow,44.4761,-73.2103,1.0,
Burlington,Burlington-South Burlington,US,co,0.3,2019-04-01 19:00:00+00:00,ppm,AirNow,44.4761,-73.2103,1.0,
Burlington,Burlington-South Burlington,US,pm25,4.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.4761,-73.2103,1.0,
Bushy Park,Charleston-North Charleston,US,o3,0.053,2019-04-01 19:00:00+00:00,ppm,AirNow,32.9872,-79.9367,1.0,
Cape Romain,Charleston-North Charleston,US,pm25,1.1,2019-04-01 18:00:00+00:00,µg/m³,AirNow,32.941,-79.657,1.0,
Cape Romain,Charleston-North Charleston,US,so2,0.0,2019-04-01 18:00:00+00:00,ppm,AirNow,32.941,-79.657,1.0,
Cape Romain,Charleston-North Charleston,US,no2,0.002,2019-02-25 19:00:00+00:00,ppm,AirNow,32.941,-79.657,1.0,
Cape Romain,Charleston-North Charleston,US,o3,0.049,2019-04-01 18:00:00+00:00,ppm,AirNow,32.941,-79.657,1.0,
Jenkins Avenue,Charleston-North Charleston,US,no2,0.003,2019-04-01 19:00:00+00:00,ppm,AirNow,32.88229,-79.97754,1.0,
Jenkins Avenue,Charleston-North Charleston,US,so2,0.0,2019-04-01 17:00:00+00:00,ppm,AirNow,32.88229,-79.97754,1.0,
Jenkins Avenue,Charleston-North Charleston,US,pm10,25.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.88229,-79.97754,1.0,
Charleston Public Wo,Charleston-North Charleston,US,pm25,3.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.791,-79.959,1.0,
Frisco C31,Dallas-Fort Worth-Arlington,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,33.1325,-96.7861,1.0,
Keller C17,Dallas-Fort Worth-Arlington,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,32.922497,-97.28209,1.0,
Italy C1044,Dallas-Fort Worth-Arlington,US,pm25,5.8,2016-12-06 17:00:00+00:00,µg/m³,AirNow,32.1772,-96.8711,1.0,
Italy C1044,Dallas-Fort Worth-Arlington,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,32.1772,-96.8711,1.0,
Kaufman C71,Dallas-Fort Worth-Arlington,US,pm25,7.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.565,-96.3175,1.0,
Kaufman C71,Dallas-Fort Worth-Arlington,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,32.565,-96.3175,1.0,
Dallas North C63,Dallas-Fort Worth-Arlington,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,32.919205,-96.808495,1.0,
Parker County C76,Dallas-Fort Worth-Arlington,US,o3,0.04,2019-04-01 15:00:00+00:00,ppm,AirNow,32.8686,-97.9058,1.0,
Pilot Point C1032,Dallas-Fort Worth-Arlington,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,33.4107,-96.9437,1.0,
Midlothian OFW C52,Dallas-Fort Worth-Arlington,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,32.482082,-97.026924,1.0,
Midlothian OFW C52,Dallas-Fort Worth-Arlington,US,pm25,3.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.482082,-97.026924,1.0,
Rockwall Heath C69,Dallas-Fort Worth-Arlington,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,32.9361,-96.4592,1.0,
Arlington Municipal,Dallas-Fort Worth-Arlington,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,32.6558,-97.0886,1.0,
Arlington Municipal,Dallas-Fort Worth-Arlington,US,pm25,7.1,2018-12-04 15:00:00+00:00,µg/m³,AirNow,32.6558,-97.0886,1.0,
Eagle Mountain Lake,Dallas-Fort Worth-Arlington,US,o3,0.052,2019-04-01 19:00:00+00:00,ppm,AirNow,32.9881,-97.4764,1.0,
Ft. Worth Northwest,Dallas-Fort Worth-Arlington,US,o3,0.045,2019-03-13 13:00:00+00:00,ppm,AirNow,32.805817,-97.35657,1.0,
Cleburne Airport C77,Dallas-Fort Worth-Arlington,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,32.353592,-97.436745,1.0,
Dallas Hinton St. C4,Dallas-Fort Worth-Arlington,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,32.82,-96.86,1.0,
Dallas Redbird Airpo,Dallas-Fort Worth-Arlington,US,o3,0.044,2019-04-01 18:00:00+00:00,ppm,AirNow,32.6767,-96.8717,1.0,
Denton Airport South,Dallas-Fort Worth-Arlington,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.1944,-97.1933,1.0,
Denton Airport South,Dallas-Fort Worth-Arlington,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,33.1944,-97.1933,1.0,
Grapevine Fairway C7,Dallas-Fort Worth-Arlington,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,32.98426,-97.063705,1.0,
Greenville C1006/198,Dallas-Fort Worth-Arlington,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,33.153076,-96.11556,1.0,
Haws Athletic Center,Dallas-Fort Worth-Arlington,US,pm25,2.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.7592,-97.3414,1.0,
Kenner,New Orleans-Metairie-Kenner,US,pm25,0.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.0411,-90.2728,1.0,
Kenner,New Orleans-Metairie-Kenner,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,30.0411,-90.2728,1.0,
City Park,New Orleans-Metairie-Kenner,US,pm25,5.9,2019-03-28 21:00:00+00:00,µg/m³,AirNow,29.9933,-90.1014,1.0,
Garyville,New Orleans-Metairie-Kenner,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,30.0494,-90.6367,1.0,
Madisonville,New Orleans-Metairie-Kenner,US,pm25,5.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.4293,-90.1997,1.0,
Madisonville,New Orleans-Metairie-Kenner,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,30.4293,-90.1997,1.0,
Chalmette Vista,New Orleans-Metairie-Kenner,US,pm25,11.4,2019-03-28 21:00:00+00:00,µg/m³,AirNow,29.9431,-89.9761,1.0,
Chalmette Vista,New Orleans-Metairie-Kenner,US,so2,0.002,2019-03-28 21:00:00+00:00,ppm,AirNow,29.9431,-89.9761,1.0,
VIENNA,Parkersburg-Marietta-Vienna,US,o3,0.028,2019-03-31 00:00:00+00:00,ppm,AirNow,39.325,-81.5522,1.0,
Marietta,Parkersburg-Marietta-Vienna,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,39.432095,-81.4604,1.0,
Carrizo,San Luis Obispo-Paso Robles,US,o3,0.05,2019-04-01 20:00:00+00:00,ppm,AirNow,35.35474,-120.04013,1.0,
Morro Bay,San Luis Obispo-Paso Robles,US,no2,0.002,2016-03-31 17:00:00+00:00,ppm,AirNow,35.36639,-120.8426,1.0,
Morro Bay,San Luis Obispo-Paso Robles,US,o3,0.037,2019-04-01 20:00:00+00:00,ppm,AirNow,35.36639,-120.8426,1.0,
Nipomo RP,San Luis Obispo-Paso Robles,US,no2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,35.0315,-120.50101,1.0,
Nipomo RP,San Luis Obispo-Paso Robles,US,pm10,22.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,35.0315,-120.50101,1.0,
Nipomo RP,San Luis Obispo-Paso Robles,US,o3,0.051,2019-04-01 20:00:00+00:00,ppm,AirNow,35.0315,-120.50101,1.0,
Atascadero2,San Luis Obispo-Paso Robles,US,pm10,12.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,35.494556,-120.66621,1.0,
Atascadero2,San Luis Obispo-Paso Robles,US,pm25,1.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,35.494556,-120.66621,1.0,
Atascadero2,San Luis Obispo-Paso Robles,US,o3,0.049,2019-04-01 20:00:00+00:00,ppm,AirNow,35.494556,-120.66621,1.0,
Atascadero2,San Luis Obispo-Paso Robles,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,35.494556,-120.66621,1.0,
Mesa 2 /Nipomo,San Luis Obispo-Paso Robles,US,pm25,6.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,35.02079,-120.56389,1.0,
Mesa 2 /Nipomo,San Luis Obispo-Paso Robles,US,pm10,23.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,35.02079,-120.56389,1.0,
Mesa 2 /Nipomo,San Luis Obispo-Paso Robles,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,35.02079,-120.56389,1.0,
Redhills/Shandon,San Luis Obispo-Paso Robles,US,o3,0.043,2019-04-01 20:00:00+00:00,ppm,AirNow,35.64366,-120.23134,1.0,
Paso Robles - Santa,San Luis Obispo-Paso Robles,US,pm10,13.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.61467,-120.65691,1.0,
Paso Robles - Santa,San Luis Obispo-Paso Robles,US,o3,0.039,2019-04-01 19:00:00+00:00,ppm,AirNow,35.61467,-120.65691,1.0,
ROCK_IS,Davenport-Moline-Rock Island,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.5144,-90.5172,1.0,
ROCK_IS,Davenport-Moline-Rock Island,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,41.5144,-90.5172,1.0,
Scott County Park,Davenport-Moline-Rock Island,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,41.6992,-90.5219,1.0,
Davenport, 10th & Vi,Davenport-Moline-Rock Island,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,41.53,-90.5875,1.0,
Davenport, 10th & Vi,Davenport-Moline-Rock Island,US,pm25,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.53,-90.5875,1.0,
Davenport, 10th & Vi,Davenport-Moline-Rock Island,US,no2,0.006,2019-01-02 18:00:00+00:00,ppm,AirNow,41.53,-90.5875,1.0,
Davenport, 10th & Vi,Davenport-Moline-Rock Island,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,41.53,-90.5875,1.0,
Davenport, 10th & Vi,Davenport-Moline-Rock Island,US,co,0.17,2019-04-01 19:00:00+00:00,ppm,AirNow,41.53,-90.5875,1.0,
Piru - Pacific,Oxnard-Thousand Oaks-Ventura,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.4044,-118.81,1.0,
Piru - Pacific,Oxnard-Thousand Oaks-Ventura,US,o3,0.059,2019-04-01 19:00:00+00:00,ppm,AirNow,34.4044,-118.81,1.0,
Ojai - Ojai Ave.,Oxnard-Thousand Oaks-Ventura,US,o3,0.057,2019-04-01 19:00:00+00:00,ppm,AirNow,34.4483,-119.2303,1.0,
Ojai - Ojai Ave.,Oxnard-Thousand Oaks-Ventura,US,pm25,-1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.4483,-119.2303,1.0,
El Rio - Rio Mesa Sc,Oxnard-Thousand Oaks-Ventura,US,pm10,41.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.2653,-119.1336,1.0,
El Rio - Rio Mesa Sc,Oxnard-Thousand Oaks-Ventura,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.2653,-119.1336,1.0,
El Rio - Rio Mesa Sc,Oxnard-Thousand Oaks-Ventura,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,34.2653,-119.1336,1.0,
Simi Valley - Cochra,Oxnard-Thousand Oaks-Ventura,US,o3,0.063,2019-04-01 19:00:00+00:00,ppm,AirNow,34.2775,-118.6847,1.0,
Simi Valley - Cochra,Oxnard-Thousand Oaks-Ventura,US,pm25,-1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.2775,-118.6847,1.0,
Simi Valley - Cochra,Oxnard-Thousand Oaks-Ventura,US,pm10,18.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.2775,-118.6847,1.0,
Thousand Oaks - Moor,Oxnard-Thousand Oaks-Ventura,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.21,-118.8694,1.0,
Thousand Oaks - Moor,Oxnard-Thousand Oaks-Ventura,US,o3,0.062,2019-04-01 19:00:00+00:00,ppm,AirNow,34.21,-118.8694,1.0,
Portland Near Road,Portland-Vancouver-Beaverton,US,co,0.5,2019-04-01 20:00:00+00:00,ppm,AirNow,45.39916,-122.7455,1.0,
Portland Near Road,Portland-Vancouver-Beaverton,US,pm25,9.3,2019-04-01 20:00:00+00:00,µg/m³,AirNow,45.39916,-122.7455,1.0,
Portland Near Road,Portland-Vancouver-Beaverton,US,bc,1.7,2019-04-01 20:00:00+00:00,µg/m³,AirNow,45.39916,-122.7455,1.0,
Portland Near Road,Portland-Vancouver-Beaverton,US,no2,0.023,2019-04-01 20:00:00+00:00,ppm,AirNow,45.39916,-122.7455,1.0,
Portland Near Road,Portland-Vancouver-Beaverton,US,o3,0.013,2019-04-01 20:00:00+00:00,ppm,AirNow,45.39916,-122.7455,1.0,
Portland - Spangler,Portland-Vancouver-Beaverton,US,pm25,13.6,2018-11-04 07:00:00+00:00,µg/m³,AirNow,45.25928,-122.58815,1.0,
Portland - Spangler,Portland-Vancouver-Beaverton,US,o3,0.015,2018-10-02 14:00:00+00:00,ppm,AirNow,45.25928,-122.58815,1.0,
Vancouver-Blairmont,Portland-Vancouver-Beaverton,US,o3,0.029,2018-10-09 18:00:00+00:00,ppm,AirNow,45.6166,-122.5166,1.0,
Beaverton - Highland,Portland-Vancouver-Beaverton,US,pm25,6.4,2019-04-01 20:00:00+00:00,µg/m³,AirNow,45.4702,-122.8159,1.0,
Hillsboro - Hare Fie,Portland-Vancouver-Beaverton,US,pm25,6.7,2019-04-01 20:00:00+00:00,µg/m³,AirNow,45.5285,-122.9724,1.0,
Portland - SE Lafaye,Portland-Vancouver-Beaverton,US,co,0.2,2019-04-01 20:00:00+00:00,ppm,AirNow,45.49664,-122.602875,1.0,
Portland - SE Lafaye,Portland-Vancouver-Beaverton,US,pm25,9.8,2019-04-01 20:00:00+00:00,µg/m³,AirNow,45.49664,-122.602875,1.0,
Portland - SE Lafaye,Portland-Vancouver-Beaverton,US,o3,0.018,2019-04-01 20:00:00+00:00,ppm,AirNow,45.49664,-122.602875,1.0,
Portland - SE Lafaye,Portland-Vancouver-Beaverton,US,no2,0.017,2019-04-01 20:00:00+00:00,ppm,AirNow,45.49664,-122.602875,1.0,
Portland - SE Lafaye,Portland-Vancouver-Beaverton,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,45.49664,-122.602875,1.0,
Portland - Sauvie Is,Portland-Vancouver-Beaverton,US,pm25,5.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,45.76853,-122.7721,1.0,
Portland - Sauvie Is,Portland-Vancouver-Beaverton,US,o3,0.015,2018-10-02 14:00:00+00:00,ppm,AirNow,45.76853,-122.7721,1.0,
Sherwood - Lasich Ln,Portland-Vancouver-Beaverton,US,o3,0.019,2017-10-04 04:00:00+00:00,ppm,AirNow,45.402447,-122.85444,1.0,
Millville,Vineland-Millville-Bridgeton,US,no2,0.002,2019-04-01 19:00:00+00:00,ppm,AirNow,39.42227,-75.0252,1.0,
Millville,Vineland-Millville-Bridgeton,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,39.42227,-75.0252,1.0,
Millville,Vineland-Millville-Bridgeton,US,pm25,4.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.42227,-75.0252,1.0,
PARR,Little Rock-North Little Rock,US,o3,0.037,2019-04-01 15:00:00+00:00,ppm,AirNow,34.7561,-92.2758,1.0,
PARR,Little Rock-North Little Rock,US,pm25,0.6,2019-04-01 15:00:00+00:00,µg/m³,AirNow,34.7561,-92.2758,1.0,
NLRAP,Little Rock-North Little Rock,US,o3,0.048,2019-04-01 18:00:00+00:00,ppm,AirNow,34.8306,-92.2594,1.0,
ADEQ-DSR,Little Rock-North Little Rock,US,pm25,3.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.6811,-92.3283,1.0,
BAYSIDE,Milwaukee-Waukesha-West Allis,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.1811,-87.9006,1.0,
GRAFTON,Milwaukee-Waukesha-West Allis,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.3431,-87.9208,1.0,
HARRINGTON BCH,Milwaukee-Waukesha-West Allis,US,o3,0.035,2019-04-01 19:00:00+00:00,ppm,AirNow,43.4981,-87.81,1.0,
HARRINGTON BCH,Milwaukee-Waukesha-West Allis,US,pm25,8.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.4981,-87.81,1.0,
MILWAUKEE 16TH ST,Milwaukee-Waukesha-West Allis,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.0178,-87.9333,1.0,
MILWAUKEE 16TH ST,Milwaukee-Waukesha-West Allis,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.0178,-87.9333,1.0,
MILWAUKEE SER DNR,Milwaukee-Waukesha-West Allis,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,43.0611,-87.9125,1.0,
MILWAUKEE SER DNR,Milwaukee-Waukesha-West Allis,US,o3,0.041,2019-04-01 19:00:00+00:00,ppm,AirNow,43.0611,-87.9125,1.0,
MILWAUKEE SER DNR,Milwaukee-Waukesha-West Allis,US,no2,0.007,2019-04-01 19:00:00+00:00,ppm,AirNow,43.0611,-87.9125,1.0,
MILWAUKEE SER DNR,Milwaukee-Waukesha-West Allis,US,pm10,28.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.0611,-87.9125,1.0,
MILWAUKEE SER DNR,Milwaukee-Waukesha-West Allis,US,pm25,7.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.0611,-87.9125,1.0,
WAUKESHA - CLEVELAND,Milwaukee-Waukesha-West Allis,US,pm25,8.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.0203,-88.215,1.0,
WAUKESHA - CLEVELAND,Milwaukee-Waukesha-West Allis,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,43.0203,-88.215,1.0,
Melbourne,Palm Bay-Melbourne-Titusville,US,o3,0.018,2019-02-14 13:00:00+00:00,ppm,AirNow,28.0542,-80.6283,1.0,
Melbourne,Palm Bay-Melbourne-Titusville,US,pm25,0.0,2019-02-14 15:00:00+00:00,µg/m³,AirNow,28.0542,-80.6283,1.0,
Melbourne,Palm Bay-Melbourne-Titusville,US,pm10,0.0,2019-02-14 15:00:00+00:00,µg/m³,AirNow,28.0542,-80.6283,1.0,
Freedom 7 Elementary,Palm Bay-Melbourne-Titusville,US,o3,0.039,2019-04-01 19:00:00+00:00,ppm,AirNow,28.3108,-80.6156,1.0,
Alpine,San Diego-Carlsbad-San Marcos,US,pm25,0.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.842297,-116.768326,1.0,
Alpine,San Diego-Carlsbad-San Marcos,US,o3,0.059,2019-04-01 19:00:00+00:00,ppm,AirNow,32.842297,-116.768326,1.0,
San Ysidro,San Diego-Carlsbad-San Marcos,US,pm25,10.2,2016-08-24 14:00:00+00:00,µg/m³,AirNow,32.54268,-117.03075,1.0,
Chula Vista,San Diego-Carlsbad-San Marcos,US,o3,0.063,2019-04-01 19:00:00+00:00,ppm,AirNow,32.63123,-117.059074,1.0,
Camp Pendleton,San Diego-Carlsbad-San Marcos,US,pm25,7.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.217026,-117.39616,1.0,
Camp Pendleton,San Diego-Carlsbad-San Marcos,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,33.217026,-117.39616,1.0,
El Cajon - FSD,San Diego-Carlsbad-San Marcos,US,o3,0.049,2016-07-28 18:00:00+00:00,ppm,AirNow,32.817978,-116.96813,1.0,
Otay Mesa - Donovan,San Diego-Carlsbad-San Marcos,US,o3,0.051,2019-04-01 19:00:00+00:00,ppm,AirNow,32.57936,-116.92949,1.0,
